state,k,neg_schmidt,neg_pt,diff,time_schmidt_ms,time_pt_s
Dicke k=N/2 (N=11),7,1.4748304605962064,1.474830460596213,6.661338147750939e-15,0.09703636169433594,0.690654993057251
Dicke k=N/2 (N=11),8,1.2513699991834328,1.2513699991834382,5.329070518200751e-15,0.08177757263183594,0.6796691417694092
Dicke k=N/2 (N=11),9,0.9232938222763836,0.9232938222764016,1.7985612998927536e-14,0.07104873657226562,0.6887640953063965
Dicke k=N/2 (N=11),10,0.4979295977319693,0.49792959773197987,1.0547118733938987e-14,0.052928924560546875,0.8100070953369141
Random (N=11),1,0.4997333109844192,0.4997333109844304,1.1213252548714081e-14,0.08893013000488281,1.1237411499023438
Random (N=11),2,1.4968512567168655,1.4968512567168761,1.0658141036401503e-14,0.10800361633300781,0.8326308727264404
Random (N=11),3,3.474468427830585,3.4744684278305966,1.1546319456101628e-14,0.11515617370605469,0.8504679203033447
Random (N=11),4,7.263886036551028,7.2638860365510425,1.4210854715202004e-14,0.13399124145507812,1.017660140991211
Random (N=11),5,13.46293022833965,13.462930228339665,1.5987211554602254e-14,0.2551078796386719,0.8177509307861328
Random (N=11),6,13.320287832509491,13.320287832509496,5.329070518200751e-15,0.26297569274902344,0.8280229568481445
Random (N=11),7,7.249932065753639,7.249932065753653,1.3322676295501878e-14,0.1590251922607422,0.8259141445159912
Random (N=11),8,3.4644391229601927,3.4644391229602,7.105427357601002e-15,0.11396408081054688,1.0789780616760254
Random (N=11),9,1.495688765668183,1.4956887656681925,9.547918011776346e-15,0.10013580322265625,0.8753509521484375
Random (N=11),10,0.49974986753717665,0.49974986753718886,1.2212453270876722e-14,0.10013580322265625,1.1429049968719482
GHZ (N=12),1,0.4999999999999998,,,0.13399124145507812,
GHZ (N=12),2,0.4999999999999998,,,0.064849853515625,
GHZ (N=12),3,0.4999999999999998,,,0.03790855407714844,
GHZ (N=12),4,0.4999999999999998,,,0.049114227294921875,
GHZ (N=12),5,0.4999999999999998,,,0.04410743713378906,
GHZ (N=12),6,0.4999999999999998,,,0.050067901611328125,
GHZ (N=12),7,0.4999999999999998,,,0.05316734313964844,
GHZ (N=12),8,0.4999999999999998,,,0.05412101745605469,
GHZ (N=12),9,0.4999999999999998,,,0.05316734313964844,
GHZ (N=12),10,0.4999999999999998,,,0.049114227294921875,
GHZ (N=12),11,0.4999999999999998,,,0.048160552978515625,
W (N=12),1,0.2763853991962836,,,0.09489059448242188,
W (N=12),2,0.37267799624996534,,,0.0629425048828125,
W (N=12),3,0.4330127018922195,,,0.05316734313964844,
W (N=12),4,0.4714045207910317,,,0.06389617919921875,
W (N=12),5,0.4930066485916349,,,0.07796287536621094,
W (N=12),6,0.5000000000000002,,,0.08392333984375,
W (N=12),7,0.4930066485916349,,,0.10704994201660156,
